Complaint_ID,Complaint_Date,Channel,Region,Product,Category,Issue,Priority,Resolution_Time_Hours,CSAT_Score,Sentiment,Status
CMP-0474,2026-07-15,Web Form,USA,Standard Plan,Login & Account,Unable to reset password,Low,4,5,Positive,Pending
CMP-0475,2026-07-08,Phone,UK,Premium Plan,Delivery,Package not delivered,Low,27,5,Positive,Resolved
CMP-0476,2026-07-07,Chat,India,Marketplace,Delivery,Delivery address issue,Low,25,5,Positive,Resolved
CMP-0477,2026-07-12,Phone,Japan,Marketplace,Billing & Payments,Unexpected charge on account,High,7,5,Positive,Resolved
CMP-0478,2026-07-17,Chat,India,Standard Plan,Delivery,Delivery address issue,Medium,27,5,Positive,Resolved
CMP-0479,2026-07-09,Web Form,USA,Marketplace,Subscription,Plan upgrade issue,Low,17,5,Positive,Resolved
CMP-0480,2026-07-29,Social Media,Japan,Standard Plan,Login & Account,Cannot update profile details,Medium,11,5,Positive,Resolved
CMP-0481,2026-07-14,Phone,India,Premium Plan,Billing & Payments,Refund not received,Low,17,5,Positive,Resolved
CMP-0482,2026-07-18,Phone,USA,Mobile App,Delivery,Delivery address issue,Medium,29,5,Positive,Resolved
CMP-0483,2026-07-16,Web Form,UK,Web Store,Returns & Refunds,Refund status unclear,Medium,40,5,Positive,Resolved
CMP-0484,2026-07-12,Email,India,Marketplace,Delivery,Package not delivered,Medium,21,5,Positive,Pending
CMP-0485,2026-07-16,Web Form,India,Premium Plan,Returns & Refunds,Return request not processed,Medium,41,3,Neutral,Resolved
CMP-0486,2026-07-02,Chat,USA,Web Store,Login & Account,Cannot update profile details,Medium,10,4,Positive,Escalated
CMP-0487,2026-07-04,Web Form,USA,Standard Plan,Technical Issue,Error while placing order,High,23,4,Positive,Resolved
CMP-0488,2026-07-11,Phone,India,Mobile App,Login & Account,Unable to reset password,Low,8,4,Positive,Resolved
CMP-0489,2026-07-06,Chat,UK,Premium Plan,Delivery,Wrong delivery status,Medium,23,3,Neutral,Resolved
CMP-0490,2026-07-19,Email,India,Web Store,Technical Issue,Error while placing order,Low,8,5,Positive,Resolved
CMP-0491,2026-07-16,Email,USA,Web Store,Returns & Refunds,Exchange request pending,High,53,4,Positive,Resolved
CMP-0492,2026-07-28,Web Form,India,Marketplace,Billing & Payments,Unexpected charge on account,Low,9,5,Positive,Resolved
CMP-0493,2026-07-09,Web Form,India,Premium Plan,Product Quality,Wrong product received,Low,35,4,Positive,Pending
CMP-0494,2026-07-07,Email,USA,Marketplace,Delivery,Delivery address issue,High,42,5,Positive,Resolved
CMP-0495,2026-07-25,Chat,UK,Standard Plan,Returns & Refunds,Return pickup delayed,Low,38,4,Positive,Resolved
CMP-0496,2026-07-14,Web Form,UK,Premium Plan,Delivery,Package not delivered,Low,30,3,Neutral,Resolved
CMP-0497,2026-07-23,Chat,India,Premium Plan,Billing & Payments,Refund not received,Medium,12,4,Positive,Resolved
CMP-0498,2026-07-14,Phone,Japan,Standard Plan,Product Quality,Missing component in package,Low,23,4,Positive,Resolved
CMP-0499,2026-07-07,Web Form,USA,Mobile App,Delivery,Wrong delivery status,High,45,4,Positive,Resolved
CMP-0500,2026-07-17,Chat,India,Standard Plan,Billing & Payments,Payment failed but money was deducted,High,11,5,Positive,Resolved
CMP-0501,2026-07-15,Chat,India,Premium Plan,Returns & Refunds,Exchange request pending,High,62,4,Positive,Resolved
CMP-0502,2026-07-28,Email,India,Premium Plan,Product Quality,Product arrived damaged,Low,36,4,Positive,Resolved
CMP-0503,2026-07-06,Email,Singapore,Marketplace,Delivery,Delivery address issue,Medium,34,5,Positive,Resolved
CMP-0504,2026-07-30,Chat,UK,Premium Plan,Product Quality,Wrong product received,High,47,4,Positive,Resolved
CMP-0505,2026-07-10,Chat,India,Web Store,Product Quality,Wrong product received,High,49,4,Positive,Resolved
CMP-0506,2026-07-23,Chat,Japan,Mobile App,Login & Account,Account locked after login attempts,High,14,5,Positive,Resolved
CMP-0507,2026-07-18,Web Form,UK,Mobile App,Billing & Payments,Payment failed but money was deducted,High,24,4,Positive,Resolved
CMP-0508,2026-07-27,Email,USA,Standard Plan,Returns & Refunds,Exchange request pending,High,67,4,Positive,Resolved
CMP-0509,2026-07-26,Chat,USA,Marketplace,Technical Issue,Website page not loading,High,13,4,Positive,Resolved
CMP-0510,2026-07-05,Chat,USA,Web Store,Returns & Refunds,Return pickup delayed,Low,37,5,Positive,Resolved
CMP-0511,2026-07-18,Email,India,Mobile App,Delivery,Delivery address issue,Low,33,4,Positive,Resolved
CMP-0512,2026-07-01,Phone,India,Web Store,Billing & Payments,Payment failed but money was deducted,High,13,5,Positive,Resolved
CMP-0513,2026-07-03,Chat,USA,Premium Plan,Product Quality,Missing component in package,High,57,4,Positive,Resolved
CMP-0514,2026-07-27,Email,USA,Premium Plan,Technical Issue,Error while placing order,High,18,5,Positive,Escalated
CMP-0515,2026-07-15,Email,Singapore,Web Store,Technical Issue,Error while placing order,High,21,4,Positive,Resolved
CMP-0516,2026-07-06,Phone,India,Premium Plan,Delivery,Delivery address issue,Medium,25,4,Positive,Escalated
CMP-0517,2026-07-04,Email,USA,Web Store,Delivery,Wrong delivery status,Medium,31,5,Positive,Resolved
CMP-0518,2026-07-19,Chat,India,Mobile App,Product Quality,Product arrived damaged,Low,29,5,Positive,Resolved
CMP-0519,2026-07-11,Email,India,Marketplace,Login & Account,Account locked after login attempts,Medium,5,4,Positive,Resolved
CMP-0520,2026-07-26,Email,India,Marketplace,Login & Account,Unable to reset password,Medium,10,5,Positive,Resolved
CMP-0521,2026-07-09,Phone,India,Web Store,Login & Account,Unable to reset password,High,15,4,Positive,Resolved
CMP-0522,2026-07-11,Email,India,Premium Plan,Returns & Refunds,Exchange request pending,High,57,4,Positive,Resolved
CMP-0523,2026-07-27,Email,India,Premium Plan,Product Quality,Product quality below expectation,Medium,33,5,Positive,Resolved
CMP-0524,2026-07-28,Phone,USA,Marketplace,Returns & Refunds,Exchange request pending,Low,51,3,Neutral,Resolved
CMP-0525,2026-07-05,Email,UK,Marketplace,Billing & Payments,Payment failed but money was deducted,High,21,5,Positive,Resolved
CMP-0526,2026-07-27,Email,UK,Mobile App,Returns & Refunds,Return request not processed,Low,32,5,Positive,Resolved
CMP-0527,2026-07-22,Email,UK,Standard Plan,Technical Issue,Mobile app crashes,Low,21,5,Positive,Resolved
CMP-0528,2026-07-30,Email,Singapore,Standard Plan,Delivery,Order delivered late,Low,22,4,Positive,Resolved
CMP-0529,2026-07-27,Web Form,USA,Mobile App,Returns & Refunds,Exchange request pending,Medium,41,5,Positive,Resolved
CMP-0530,2026-07-04,Web Form,Singapore,Mobile App,Product Quality,Product arrived damaged,Medium,42,4,Positive,Resolved
CMP-0531,2026-07-24,Chat,Singapore,Marketplace,Technical Issue,Website page not loading,Low,22,3,Neutral,Resolved
CMP-0532,2026-07-18,Web Form,India,Web Store,Login & Account,Two-factor authentication issue,High,14,4,Positive,Resolved
CMP-0533,2026-07-11,Web Form,USA,Marketplace,Billing & Payments,Payment failed but money was deducted,Medium,12,4,Positive,Resolved
CMP-0534,2026-07-12,Chat,Japan,Premium Plan,Returns & Refunds,Refund status unclear,Low,22,5,Positive,Resolved
CMP-0535,2026-07-01,Chat,Japan,Premium Plan,Billing & Payments,Unexpected charge on account,High,11,5,Positive,Resolved
CMP-0536,2026-07-30,Web Form,Japan,Marketplace,Login & Account,Cannot update profile details,Medium,9,5,Positive,Resolved
CMP-0537,2026-07-09,Chat,UK,Web Store,Billing & Payments,Unexpected charge on account,Low,14,4,Positive,Resolved
CMP-0538,2026-07-27,Web Form,India,Marketplace,Billing & Payments,Unexpected charge on account,High,18,4,Positive,Resolved
CMP-0539,2026-07-12,Email,India,Premium Plan,Billing & Payments,Payment failed but money was deducted,Medium,6,5,Positive,Resolved
CMP-0540,2026-07-10,Phone,UK,Mobile App,Login & Account,Unable to reset password,High,15,5,Positive,Resolved
CMP-0541,2026-07-22,Chat,India,Mobile App,Returns & Refunds,Return pickup delayed,Low,36,4,Positive,Resolved
CMP-0542,2026-07-05,Email,India,Standard Plan,Returns & Refunds,Return request not processed,Medium,37,5,Positive,Resolved
CMP-0543,2026-07-25,Email,India,Standard Plan,Billing & Payments,Payment failed but money was deducted,Medium,15,5,Positive,Resolved
CMP-0544,2026-07-08,Chat,Singapore,Marketplace,Technical Issue,Website page not loading,High,24,5,Positive,Resolved
CMP-0545,2026-07-12,Email,India,Premium Plan,Technical Issue,Mobile app crashes,High,16,4,Positive,Resolved
CMP-0546,2026-07-20,Social Media,UK,Standard Plan,Login & Account,Account locked after login attempts,Medium,9,5,Positive,Resolved
CMP-0547,2026-07-04,Email,USA,Mobile App,Delivery,Wrong delivery status,Medium,35,4,Positive,Resolved
CMP-0548,2026-07-10,Email,USA,Mobile App,Billing & Payments,Unexpected charge on account,High,17,4,Positive,Resolved
CMP-0549,2026-07-16,Chat,USA,Marketplace,Returns & Refunds,Refund status unclear,Low,43,3,Neutral,Resolved
CMP-0550,2026-07-09,Chat,UK,Mobile App,Returns & Refunds,Exchange request pending,High,55,4,Positive,Resolved
CMP-0551,2026-07-03,Email,UK,Mobile App,Product Quality,Missing component in package,High,48,2,Negative,Resolved
CMP-0552,2026-07-08,Web Form,India,Standard Plan,Product Quality,Missing component in package,High,62,4,Positive,Escalated
CMP-0553,2026-07-07,Web Form,Japan,Web Store,Subscription,Subscription benefit missing,High,22,4,Positive,Resolved
CMP-0554,2026-07-16,Email,Japan,Premium Plan,Login & Account,Unable to reset password,Medium,12,4,Positive,Resolved
CMP-0555,2026-07-09,Email,Singapore,Marketplace,Delivery,Wrong delivery status,Medium,21,5,Positive,Resolved
CMP-0556,2026-07-05,Web Form,Singapore,Web Store,Service Experience,Support response was slow,Medium,20,5,Positive,Resolved
CMP-0557,2026-07-10,Chat,UK,Standard Plan,Login & Account,Account locked after login attempts,High,13,5,Positive,Resolved
CMP-0558,2026-07-28,Chat,UK,Web Store,Billing & Payments,Refund not received,Low,14,5,Positive,Resolved
CMP-0559,2026-07-11,Phone,Japan,Web Store,Technical Issue,Website page not loading,High,33,4,Positive,Resolved
CMP-0560,2026-07-25,Chat,USA,Mobile App,Login & Account,Account locked after login attempts,Low,10,5,Positive,Pending
CMP-0561,2026-07-06,Email,India,Web Store,Technical Issue,Checkout button not working,High,24,5,Positive,Pending
CMP-0562,2026-07-12,Chat,India,Mobile App,Returns & Refunds,Refund status unclear,Low,51,3,Neutral,Resolved
CMP-0563,2026-07-16,Phone,India,Standard Plan,Product Quality,Wrong product received,High,56,3,Neutral,Resolved
CMP-0564,2026-07-31,Phone,India,Premium Plan,Delivery,Delivery address issue,Low,30,4,Positive,Escalated
CMP-0565,2026-07-28,Web Form,Japan,Premium Plan,Billing & Payments,Payment failed but money was deducted,High,13,5,Positive,Resolved
CMP-0566,2026-07-20,Phone,India,Marketplace,Billing & Payments,Payment failed but money was deducted,Low,15,5,Positive,Resolved
CMP-0567,2026-07-17,Web Form,India,Web Store,Billing & Payments,Payment failed but money was deducted,High,21,5,Positive,Escalated
CMP-0568,2026-07-25,Email,Japan,Premium Plan,Returns & Refunds,Return request not processed,Medium,38,5,Positive,Resolved
CMP-0569,2026-07-24,Chat,UK,Mobile App,Subscription,Subscription renewed unexpectedly,High,22,4,Positive,Resolved
CMP-0570,2026-07-06,Chat,India,Mobile App,Returns & Refunds,Refund status unclear,Low,50,4,Positive,Resolved
CMP-0571,2026-07-23,Email,USA,Web Store,Subscription,Unable to cancel subscription,Medium,14,5,Positive,Resolved
CMP-0572,2026-07-20,Chat,India,Marketplace,Returns & Refunds,Return request not processed,Low,39,4,Positive,Resolved
CMP-0573,2026-07-06,Chat,UK,Web Store,Billing & Payments,Unexpected charge on account,Medium,13,5,Positive,Resolved
CMP-0574,2026-07-31,Chat,India,Web Store,Login & Account,Two-factor authentication issue,Low,6,4,Positive,Resolved
CMP-0575,2026-07-08,Chat,India,Standard Plan,Technical Issue,Error while placing order,High,28,4,Positive,Resolved
CMP-0576,2026-07-29,Email,UK,Web Store,Technical Issue,Error while placing order,Low,11,4,Positive,Resolved
CMP-0577,2026-07-28,Email,India,Web Store,Billing & Payments,Refund not received,Low,10,4,Positive,Resolved
CMP-0578,2026-07-20,Chat,India,Premium Plan,Billing & Payments,Charged twice for the same order,High,22,5,Positive,Resolved
CMP-0579,2026-07-30,Social Media,USA,Premium Plan,Returns & Refunds,Refund status unclear,Low,31,5,Positive,Resolved
CMP-0580,2026-07-10,Phone,USA,Mobile App,Subscription,Unable to cancel subscription,High,21,4,Positive,Resolved
CMP-0581,2026-07-20,Chat,Japan,Web Store,Product Quality,Missing component in package,Low,4,5,Positive,Escalated
CMP-0582,2026-07-17,Chat,USA,Premium Plan,Technical Issue,Checkout button not working,Medium,9,4,Positive,Resolved
CMP-0583,2026-07-08,Chat,India,Marketplace,Technical Issue,Error while placing order,High,24,5,Positive,Escalated
CMP-0584,2026-07-26,Phone,India,Web Store,Billing & Payments,Payment failed but money was deducted,High,20,5,Positive,Resolved
CMP-0585,2026-07-09,Email,India,Premium Plan,Delivery,Package not delivered,Medium,33,5,Positive,Resolved
CMP-0586,2026-07-20,Phone,India,Marketplace,Login & Account,Unable to reset password,Medium,12,5,Positive,Resolved
CMP-0587,2026-07-16,Web Form,USA,Web Store,Delivery,Delivery address issue,Medium,29,4,Positive,Resolved
CMP-0588,2026-07-27,Web Form,India,Mobile App,Subscription,Subscription benefit missing,Low,11,5,Positive,Resolved
CMP-0589,2026-07-03,Email,UK,Premium Plan,Returns & Refunds,Return request not processed,Low,17,5,Positive,Resolved
CMP-0590,2026-07-04,Chat,India,Marketplace,Technical Issue,Website page not loading,Low,11,4,Positive,Resolved
CMP-0591,2026-07-07,Chat,USA,Premium Plan,Billing & Payments,Refund not received,High,14,5,Positive,Resolved
CMP-0592,2026-07-26,Web Form,Japan,Mobile App,Billing & Payments,Refund not received,High,18,4,Positive,Resolved
CMP-0593,2026-07-05,Phone,Japan,Premium Plan,Delivery,Delivery address issue,Low,18,5,Positive,Resolved
CMP-0594,2026-07-04,Phone,Japan,Marketplace,Service Experience,Agent was not helpful,Low,14,5,Positive,Resolved
CMP-0595,2026-07-17,Chat,USA,Mobile App,Returns & Refunds,Return request not processed,Medium,50,4,Positive,Resolved
CMP-0596,2026-07-18,Chat,India,Premium Plan,Delivery,Package not delivered,Medium,29,4,Positive,Resolved
CMP-0597,2026-07-17,Email,Singapore,Marketplace,Billing & Payments,Unexpected charge on account,Medium,11,5,Positive,Resolved
CMP-0598,2026-07-20,Chat,India,Premium Plan,Subscription,Plan upgrade issue,Medium,7,5,Positive,Resolved
CMP-0599,2026-07-13,Email,India,Standard Plan,Technical Issue,Mobile app crashes,Low,17,5,Positive,Resolved
CMP-0600,2026-07-03,Chat,USA,Marketplace,Login & Account,Cannot update profile details,Medium,10,5,Positive,Resolved
CMP-0601,2026-07-16,Email,India,Standard Plan,Subscription,Subscription benefit missing,Medium,16,4,Positive,Resolved
CMP-0602,2026-07-26,Chat,USA,Premium Plan,Delivery,Wrong delivery status,Medium,29,5,Positive,Resolved
CMP-0603,2026-07-20,Chat,India,Premium Plan,Billing & Payments,Payment failed but money was deducted,Medium,14,5,Positive,Resolved
CMP-0604,2026-07-19,Web Form,Japan,Standard Plan,Billing & Payments,Charged twice for the same order,Medium,10,4,Positive,Pending
CMP-0605,2026-07-19,Web Form,UK,Standard Plan,Billing & Payments,Refund not received,Medium,7,5,Positive,Resolved
CMP-0606,2026-07-18,Email,UK,Premium Plan,Login & Account,Two-factor authentication issue,Medium,5,5,Positive,Resolved
CMP-0607,2026-07-11,Phone,UK,Standard Plan,Technical Issue,Mobile app crashes,Medium,13,5,Positive,Resolved
CMP-0608,2026-07-18,Phone,UK,Standard Plan,Subscription,Unable to cancel subscription,Low,14,5,Positive,Resolved
CMP-0609,2026-07-30,Chat,USA,Premium Plan,Delivery,Wrong delivery status,Low,21,5,Positive,Resolved
CMP-0610,2026-07-28,Phone,Japan,Web Store,Billing & Payments,Charged twice for the same order,Medium,9,5,Positive,Resolved
CMP-0611,2026-07-08,Email,India,Mobile App,Login & Account,Cannot update profile details,Low,5,5,Positive,Resolved
CMP-0612,2026-07-16,Chat,Japan,Web Store,Login & Account,Two-factor authentication issue,Low,12,5,Positive,Resolved
CMP-0613,2026-07-05,Email,Singapore,Web Store,Delivery,Delivery address issue,Low,26,4,Positive,Resolved
CMP-0614,2026-07-21,Social Media,India,Web Store,Subscription,Subscription benefit missing,Medium,16,5,Positive,Resolved
CMP-0615,2026-07-18,Phone,Japan,Standard Plan,Returns & Refunds,Exchange request pending,High,56,5,Positive,Resolved
CMP-0616,2026-07-23,Chat,USA,Web Store,Billing & Payments,Charged twice for the same order,Medium,11,4,Positive,Resolved
CMP-0617,2026-07-31,Phone,India,Standard Plan,Service Experience,Customer wants escalation,Medium,21,5,Positive,Resolved
CMP-0618,2026-07-03,Chat,India,Marketplace,Service Experience,Issue was transferred multiple times,Low,15,5,Positive,Resolved
CMP-0619,2026-07-25,Phone,USA,Marketplace,Returns & Refunds,Return pickup delayed,High,66,3,Neutral,Resolved
CMP-0620,2026-07-10,Chat,Singapore,Premium Plan,Subscription,Plan upgrade issue,Low,19,5,Positive,Resolved
CMP-0621,2026-07-19,Email,Japan,Web Store,Delivery,Wrong delivery status,Low,24,4,Positive,Resolved
CMP-0622,2026-07-28,Chat,India,Mobile App,Returns & Refunds,Return pickup delayed,Medium,33,4,Positive,Resolved
CMP-0623,2026-07-24,Phone,UK,Marketplace,Product Quality,Product arrived damaged,Medium,27,4,Positive,Resolved
CMP-0624,2026-07-11,Chat,USA,Mobile App,Delivery,Package not delivered,Low,28,4,Positive,Resolved
CMP-0625,2026-07-24,Phone,India,Standard Plan,Product Quality,Wrong product received,Medium,38,3,Neutral,Resolved
CMP-0626,2026-07-15,Phone,India,Web Store,Delivery,Wrong delivery status,Medium,31,5,Positive,Resolved
CMP-0627,2026-07-09,Chat,USA,Standard Plan,Login & Account,Account locked after login attempts,Low,3,5,Positive,Resolved
CMP-0628,2026-07-22,Chat,India,Marketplace,Subscription,Subscription benefit missing,High,22,4,Positive,Resolved
CMP-0629,2026-07-11,Phone,UK,Premium Plan,Returns & Refunds,Exchange request pending,High,66,4,Positive,Resolved
CMP-0630,2026-07-24,Chat,UK,Web Store,Delivery,Delivery address issue,Low,21,5,Positive,Resolved
CMP-0631,2026-07-27,Chat,India,Mobile App,Login & Account,Account locked after login attempts,Medium,11,5,Positive,Resolved
CMP-0632,2026-07-02,Email,India,Web Store,Login & Account,Cannot update profile details,Medium,11,4,Positive,Escalated
CMP-0633,2026-07-05,Phone,India,Marketplace,Service Experience,Support response was slow,Low,23,4,Positive,Resolved
CMP-0634,2026-07-10,Web Form,USA,Premium Plan,Product Quality,Product quality below expectation,Low,34,4,Positive,Resolved
CMP-0635,2026-07-09,Phone,USA,Premium Plan,Subscription,Plan upgrade issue,Medium,11,5,Positive,Resolved
CMP-0636,2026-07-06,Social Media,India,Premium Plan,Technical Issue,Checkout button not working,High,24,5,Positive,Resolved
CMP-0637,2026-07-18,Email,Japan,Web Store,Subscription,Subscription benefit missing,Low,9,5,Positive,Resolved
CMP-0638,2026-07-24,Email,India,Marketplace,Technical Issue,Checkout button not working,High,25,4,Positive,Resolved
CMP-0639,2026-07-22,Phone,India,Mobile App,Subscription,Subscription renewed unexpectedly,High,28,5,Positive,Resolved
CMP-0640,2026-07-16,Chat,Japan,Standard Plan,Delivery,Delivery address issue,Low,29,4,Positive,Resolved
CMP-0641,2026-07-04,Email,Singapore,Standard Plan,Product Quality,Product quality below expectation,Low,37,4,Positive,Resolved
CMP-0642,2026-07-12,Email,Singapore,Mobile App,Login & Account,Two-factor authentication issue,Low,12,5,Positive,Resolved
CMP-0643,2026-07-31,Phone,India,Mobile App,Technical Issue,Checkout button not working,High,13,4,Positive,Resolved
CMP-0644,2026-07-24,Chat,USA,Standard Plan,Subscription,Plan upgrade issue,Medium,5,5,Positive,Resolved
CMP-0645,2026-07-21,Chat,India,Marketplace,Service Experience,Agent was not helpful,Medium,13,4,Positive,Resolved
CMP-0646,2026-07-13,Email,India,Mobile App,Technical Issue,Mobile app crashes,Low,20,5,Positive,Resolved
CMP-0647,2026-07-02,Phone,India,Mobile App,Login & Account,Account locked after login attempts,Medium,9,5,Positive,Resolved
CMP-0648,2026-07-06,Email,UK,Mobile App,Subscription,Unable to cancel subscription,Low,16,5,Positive,Resolved
CMP-0649,2026-07-04,Web Form,India,Mobile App,Billing & Payments,Refund not received,High,18,4,Positive,Resolved
CMP-0650,2026-07-11,Chat,USA,Standard Plan,Delivery,Package not delivered,Low,30,5,Positive,Resolved
CMP-0651,2026-07-03,Phone,UK,Premium Plan,Product Quality,Product quality below expectation,Medium,27,5,Positive,Resolved
CMP-0652,2026-07-05,Chat,Singapore,Mobile App,Login & Account,Account locked after login attempts,Low,9,4,Positive,Resolved
CMP-0653,2026-07-06,Web Form,India,Mobile App,Login & Account,Unable to reset password,Low,11,4,Positive,Resolved
CMP-0654,2026-07-17,Phone,India,Premium Plan,Technical Issue,Error while placing order,High,18,5,Positive,Resolved
CMP-0655,2026-07-21,Phone,UK,Mobile App,Login & Account,Account locked after login attempts,High,13,5,Positive,Resolved
CMP-0656,2026-07-20,Email,Japan,Mobile App,Returns & Refunds,Refund status unclear,Low,41,5,Positive,Resolved
CMP-0657,2026-07-22,Email,India,Web Store,Delivery,Package not delivered,High,41,4,Positive,Resolved
CMP-0658,2026-07-14,Email,India,Web Store,Login & Account,Unable to reset password,Low,10,4,Positive,Resolved
CMP-0659,2026-07-06,Phone,Singapore,Web Store,Technical Issue,Mobile app crashes,Medium,11,5,Positive,Resolved
CMP-0660,2026-07-08,Chat,USA,Premium Plan,Technical Issue,Checkout button not working,High,14,4,Positive,Resolved
CMP-0661,2026-07-19,Chat,India,Standard Plan,Technical Issue,Website page not loading,Medium,18,5,Positive,Pending
CMP-0662,2026-07-09,Email,USA,Premium Plan,Billing & Payments,Unexpected charge on account,High,13,5,Positive,Resolved
CMP-0663,2026-07-06,Email,Japan,Standard Plan,Billing & Payments,Refund not received,Low,14,4,Positive,Resolved
CMP-0664,2026-07-03,Chat,Japan,Web Store,Returns & Refunds,Refund status unclear,Medium,28,4,Positive,Resolved
CMP-0665,2026-07-24,Web Form,India,Standard Plan,Delivery,Delivery address issue,Medium,16,5,Positive,Resolved
CMP-0666,2026-07-02,Web Form,USA,Standard Plan,Subscription,Subscription renewed unexpectedly,High,24,5,Positive,Resolved
CMP-0667,2026-07-15,Chat,Japan,Mobile App,Technical Issue,Error while placing order,High,16,5,Positive,Resolved
CMP-0668,2026-07-08,Web Form,India,Premium Plan,Login & Account,Two-factor authentication issue,Medium,10,5,Positive,Resolved
CMP-0669,2026-07-15,Web Form,USA,Mobile App,Billing & Payments,Payment failed but money was deducted,High,10,5,Positive,Resolved
CMP-0670,2026-07-28,Phone,USA,Mobile App,Billing & Payments,Unexpected charge on account,Low,12,5,Positive,Resolved
CMP-0671,2026-07-26,Phone,UK,Marketplace,Delivery,Wrong delivery status,Low,29,4,Positive,Resolved
CMP-0672,2026-07-29,Chat,Singapore,Premium Plan,Delivery,Order delivered late,Medium,32,5,Positive,Resolved
CMP-0673,2026-07-18,Email,Japan,Mobile App,Billing & Payments,Unexpected charge on account,High,18,4,Positive,Resolved
CMP-0674,2026-07-28,Chat,UK,Marketplace,Service Experience,Agent was not helpful,Low,2,5,Positive,Resolved
CMP-0675,2026-07-03,Chat,Japan,Mobile App,Delivery,Wrong delivery status,Medium,14,5,Positive,Resolved
CMP-0676,2026-07-29,Phone,UK,Marketplace,Product Quality,Wrong product received,Low,21,4,Positive,Resolved
CMP-0677,2026-07-03,Email,USA,Mobile App,Subscription,Unable to cancel subscription,Medium,19,5,Positive,Escalated
CMP-0678,2026-07-28,Email,India,Web Store,Billing & Payments,Unexpected charge on account,Medium,11,3,Neutral,Resolved
CMP-0679,2026-07-10,Chat,Japan,Mobile App,Login & Account,Account locked after login attempts,Medium,8,5,Positive,Resolved
CMP-0680,2026-07-16,Chat,India,Premium Plan,Product Quality,Missing component in package,Low,17,5,Positive,Resolved
CMP-0681,2026-07-06,Chat,USA,Premium Plan,Technical Issue,Checkout button not working,Low,17,5,Positive,Resolved
CMP-0682,2026-07-30,Chat,Singapore,Marketplace,Billing & Payments,Unexpected charge on account,Medium,14,4,Positive,Resolved
CMP-0683,2026-07-19,Email,India,Premium Plan,Login & Account,Account locked after login attempts,High,14,5,Positive,Resolved
CMP-0684,2026-07-12,Phone,Singapore,Web Store,Billing & Payments,Charged twice for the same order,Medium,13,4,Positive,Resolved
CMP-0685,2026-07-05,Phone,Singapore,Premium Plan,Billing & Payments,Payment failed but money was deducted,Medium,11,4,Positive,Resolved
CMP-0686,2026-07-22,Social Media,USA,Marketplace,Delivery,Wrong delivery status,Low,26,5,Positive,Resolved
CMP-0687,2026-07-22,Phone,USA,Web Store,Technical Issue,Mobile app crashes,High,9,4,Positive,Resolved
CMP-0688,2026-07-21,Chat,India,Marketplace,Product Quality,Wrong product received,High,54,4,Positive,Resolved
CMP-0689,2026-07-22,Email,India,Standard Plan,Product Quality,Missing component in package,Low,27,5,Positive,Resolved
CMP-0690,2026-07-23,Web Form,India,Web Store,Technical Issue,Mobile app crashes,Medium,14,5,Positive,Resolved
CMP-0691,2026-07-24,Web Form,India,Standard Plan,Delivery,Delivery address issue,Medium,34,4,Positive,Resolved
CMP-0692,2026-07-20,Phone,India,Marketplace,Login & Account,Two-factor authentication issue,High,17,4,Positive,Resolved
CMP-0693,2026-07-03,Email,Singapore,Standard Plan,Technical Issue,Checkout button not working,Medium,22,5,Positive,Resolved
CMP-0694,2026-07-18,Email,USA,Premium Plan,Technical Issue,Website page not loading,High,26,5,Positive,Resolved
CMP-0695,2026-07-01,Chat,USA,Web Store,Delivery,Wrong delivery status,Medium,28,4,Positive,Pending
CMP-0696,2026-07-01,Chat,Japan,Web Store,Billing & Payments,Unexpected charge on account,High,16,4,Positive,Escalated
CMP-0697,2026-07-21,Chat,Japan,Premium Plan,Returns & Refunds,Return pickup delayed,High,71,4,Positive,Escalated
CMP-0698,2026-07-05,Web Form,India,Mobile App,Technical Issue,Mobile app crashes,Medium,15,5,Positive,Resolved
CMP-0699,2026-07-10,Phone,Singapore,Mobile App,Delivery,Delivery address issue,Low,14,4,Positive,Resolved
CMP-0700,2026-07-18,Phone,UK,Web Store,Delivery,Package not delivered,High,39,4,Positive,Resolved
CMP-0701,2026-07-04,Email,USA,Premium Plan,Product Quality,Missing component in package,Medium,22,5,Positive,Resolved
CMP-0702,2026-07-30,Chat,Japan,Premium Plan,Billing & Payments,Unexpected charge on account,High,19,5,Positive,Resolved
CMP-0703,2026-07-28,Web Form,Japan,Marketplace,Technical Issue,Website page not loading,High,24,4,Positive,Resolved
CMP-0704,2026-07-27,Chat,Singapore,Mobile App,Login & Account,Unable to reset password,Medium,5,5,Positive,Resolved
CMP-0705,2026-07-17,Web Form,USA,Marketplace,Login & Account,Account locked after login attempts,Low,8,5,Positive,Resolved
CMP-0706,2026-07-10,Email,USA,Web Store,Product Quality,Product quality below expectation,High,52,4,Positive,Resolved
CMP-0707,2026-07-02,Email,USA,Standard Plan,Billing & Payments,Charged twice for the same order,High,16,5,Positive,Resolved
CMP-0708,2026-07-10,Email,India,Mobile App,Returns & Refunds,Exchange request pending,Low,32,5,Positive,Resolved
CMP-0709,2026-07-01,Chat,India,Premium Plan,Subscription,Subscription renewed unexpectedly,Low,16,5,Positive,Pending
CMP-0710,2026-07-25,Chat,India,Marketplace,Delivery,Package not delivered,High,42,4,Positive,Resolved
CMP-0711,2026-07-24,Email,USA,Mobile App,Delivery,Wrong delivery status,Medium,33,5,Positive,Resolved
